step,tl_name,actions,phase,reward
29622,유성구청네거리,0,3,0
29622,강변아파트삼거리,0,0,0
29622,보건환경연구원(단),0,0,0
29622,갑천네거리,0,7,0
29622,구성삼거리,0,6,0
29622,과기원삼거리,0,5,0
29622,카이스트교삼거리,0,0,0
29622,갑천(단),0,3,0
29623,미래부동산삼거리,0,3,0
29623,충대농대삼거리,0,2,0
29623,다솔APT삼거리,0,3,0
29623,유성구청네거리,0,3,0
29623,강변아파트삼거리,0,0,0
29623,보건환경연구원(단),0,0,0
29623,갑천네거리,0,7,0
29623,구성삼거리,0,6,0
29623,과기원삼거리,0,5,0
29623,카이스트교삼거리,0,0,0
29623,갑천(단),0,3,0
29624,미래부동산삼거리,0,3,0
29624,충대농대삼거리,0,2,0
29624,다솔APT삼거리,0,3,0
29624,유성구청네거리,0,3,0
29624,강변아파트삼거리,0,0,0
29624,보건환경연구원(단),0,0,0
29624,갑천네거리,0,7,0
29624,구성삼거리,0,6,0
29624,과기원삼거리,0,5,0
29624,카이스트교삼거리,0,0,0
29624,갑천(단),0,3,0
29625,미래부동산삼거리,0,3,0
29625,충대농대삼거리,0,2,0
29625,다솔APT삼거리,0,3,0
29625,유성구청네거리,0,3,0
29625,강변아파트삼거리,0,0,0
29625,보건환경연구원(단),0,0,0
29625,갑천네거리,0,7,0
29625,구성삼거리,0,6,0
29625,과기원삼거리,0,5,0
29625,카이스트교삼거리,0,0,0
29625,갑천(단),0,3,0
29626,미래부동산삼거리,0,3,0
29626,충대농대삼거리,0,2,0
29626,다솔APT삼거리,0,3,0
29626,유성구청네거리,0,3,0
29626,강변아파트삼거리,0,0,0
29626,보건환경연구원(단),0,0,0
29626,갑천네거리,0,7,0
29626,구성삼거리,0,6,0
29626,과기원삼거리,0,5,0
29626,카이스트교삼거리,0,0,0
29626,갑천(단),0,3,0
29627,미래부동산삼거리,0,3,0
29627,충대농대삼거리,0,2,0
29627,다솔APT삼거리,0,3,0
29627,유성구청네거리,0,4,0
29627,강변아파트삼거리,0,0,0
29627,보건환경연구원(단),0,0,0
29627,갑천네거리,0,7,0
29627,구성삼거리,0,6,0
29627,과기원삼거리,0,5,0
29627,카이스트교삼거리,0,0,0
29627,갑천(단),0,3,0
29628,미래부동산삼거리,0,3,0
29628,충대농대삼거리,0,2,0
29628,다솔APT삼거리,0,3,0
29628,유성구청네거리,0,4,0
29628,강변아파트삼거리,0,0,0
29628,보건환경연구원(단),0,1,0
29628,갑천네거리,0,7,0
29628,구성삼거리,0,6,0
29628,과기원삼거리,0,5,0
29628,카이스트교삼거리,0,0,0
29628,갑천(단),0,3,0
29629,미래부동산삼거리,0,3,0
29629,충대농대삼거리,0,2,0
29629,다솔APT삼거리,0,3,0
29629,유성구청네거리,0,4,0
29629,강변아파트삼거리,0,0,0
29629,보건환경연구원(단),0,1,0
29629,갑천네거리,0,7,0
29629,구성삼거리,0,6,0
29629,과기원삼거리,0,5,0
29629,카이스트교삼거리,0,0,0
29629,갑천(단),0,3,0
29630,미래부동산삼거리,0,3,0
29630,충대농대삼거리,0,2,0
29630,다솔APT삼거리,0,3,0
29630,유성구청네거리,0,5,0
29630,강변아파트삼거리,0,0,0
29630,보건환경연구원(단),0,1,0
29630,갑천네거리,0,8,0
29630,구성삼거리,0,6,0
29630,과기원삼거리,0,5,0
29630,카이스트교삼거리,0,1,0
29630,갑천(단),0,3,0
29631,미래부동산삼거리,0,3,0
29631,충대농대삼거리,0,2,0
29631,다솔APT삼거리,0,3,0
29631,유성구청네거리,0,5,0
29631,강변아파트삼거리,0,0,0
29631,보건환경연구원(단),0,2,0
29631,갑천네거리,0,8,0
29631,구성삼거리,0,6,0
29631,과기원삼거리,0,5,0
29631,카이스트교삼거리,0,1,0
29631,갑천(단),0,3,0
29632,미래부동산삼거리,0,3,0
29632,충대농대삼거리,0,3,0
29632,다솔APT삼거리,0,3,0
29632,유성구청네거리,0,5,0
29632,강변아파트삼거리,0,0,0
29632,보건환경연구원(단),0,2,0
29632,갑천네거리,0,8,0
29632,구성삼거리,0,6,0
29632,과기원삼거리,0,5,0
29632,카이스트교삼거리,0,1,0
29632,갑천(단),0,3,0
29633,미래부동산삼거리,0,3,0
29633,충대농대삼거리,0,3,0
29633,다솔APT삼거리,0,3,0
29633,유성구청네거리,0,5,0
29633,강변아파트삼거리,0,0,0
29633,보건환경연구원(단),0,2,0
29633,갑천네거리,0,0,0
29633,구성삼거리,0,6,0
29633,과기원삼거리,0,5,0
29633,카이스트교삼거리,0,1,0
29633,갑천(단),0,3,0
29634,미래부동산삼거리,0,3,0
29634,충대농대삼거리,0,3,0
29634,다솔APT삼거리,0,3,0
29634,유성구청네거리,0,5,0
29634,강변아파트삼거리,0,0,0
29634,보건환경연구원(단),0,2,0
29634,갑천네거리,0,0,0
29634,구성삼거리,0,6,0
29634,과기원삼거리,0,5,0
29634,카이스트교삼거리,0,1,0
29634,갑천(단),0,3,0
29635,미래부동산삼거리,0,3,0
29635,충대농대삼거리,0,4,0
29635,다솔APT삼거리,0,3,0
29635,유성구청네거리,0,5,0
29635,강변아파트삼거리,0,0,0
29635,보건환경연구원(단),0,2,0
29635,갑천네거리,0,0,0
29635,구성삼거리,0,6,0
29635,과기원삼거리,0,5,0
29635,카이스트교삼거리,0,1,0
29635,갑천(단),0,3,0
29636,미래부동산삼거리,0,3,0
29636,충대농대삼거리,0,4,0
29636,다솔APT삼거리,0,3,0
29636,유성구청네거리,0,5,0
29636,강변아파트삼거리,0,0,0
29636,보건환경연구원(단),0,2,0
29636,갑천네거리,0,0,0
29636,구성삼거리,0,6,0
29636,과기원삼거리,0,5,0
29636,카이스트교삼거리,0,1,0
29636,갑천(단),0,3,0
29637,미래부동산삼거리,0,3,0
29637,충대농대삼거리,0,4,0
29637,다솔APT삼거리,0,3,0
29637,유성구청네거리,0,5,0
29637,강변아파트삼거리,0,0,0
29637,보건환경연구원(단),0,2,0
29637,갑천네거리,0,0,0
29637,구성삼거리,0,6,0
29637,과기원삼거리,0,5,0
29637,카이스트교삼거리,0,1,0
29637,갑천(단),0,3,0
29638,미래부동산삼거리,0,3,0
29638,충대농대삼거리,0,4,0
29638,다솔APT삼거리,0,3,0
29638,유성구청네거리,0,5,0
29638,강변아파트삼거리,0,0,0
29638,보건환경연구원(단),0,2,0
29638,갑천네거리,0,0,0
29638,구성삼거리,0,6,0
29638,과기원삼거리,0,5,0
29638,카이스트교삼거리,0,1,0
29638,갑천(단),0,3,0
29639,미래부동산삼거리,0,3,0
29639,충대농대삼거리,0,4,0
29639,다솔APT삼거리,0,3,0
29639,유성구청네거리,0,5,0
29639,강변아파트삼거리,0,0,0
29639,보건환경연구원(단),0,2,0
29639,갑천네거리,0,0,0
29639,구성삼거리,0,6,0
29639,과기원삼거리,0,5,0
29639,카이스트교삼거리,0,1,0
29639,갑천(단),0,3,0
29640,미래부동산삼거리,0,3,0
29640,충대농대삼거리,0,4,0
29640,다솔APT삼거리,0,3,0
29640,유성구청네거리,0,5,0
29640,강변아파트삼거리,0,0,0
29640,보건환경연구원(단),0,2,0
29640,갑천네거리,0,0,0
29640,구성삼거리,0,6,0
29640,과기원삼거리,0,5,0
29640,카이스트교삼거리,0,1,0
29640,갑천(단),0,3,0
29641,미래부동산삼거리,0,3,0
29641,충대농대삼거리,0,4,0
29641,다솔APT삼거리,0,3,0
29641,유성구청네거리,0,5,0
29641,강변아파트삼거리,0,0,0
29641,보건환경연구원(단),0,2,0
29641,갑천네거리,0,0,0
29641,구성삼거리,0,6,0
29641,과기원삼거리,0,5,0
29641,카이스트교삼거리,0,1,0
29641,갑천(단),0,3,0
29642,미래부동산삼거리,0,3,0
29642,충대농대삼거리,0,4,0
29642,다솔APT삼거리,0,3,0
29642,유성구청네거리,0,5,0
29642,강변아파트삼거리,0,0,0
29642,보건환경연구원(단),0,2,0
29642,갑천네거리,0,0,0
29642,구성삼거리,0,6,0
29642,과기원삼거리,0,5,0
29642,카이스트교삼거리,0,1,0
29642,갑천(단),0,3,0
29643,미래부동산삼거리,0,3,0
29643,충대농대삼거리,0,4,0
29643,다솔APT삼거리,0,3,0
29643,유성구청네거리,0,5,0
29643,강변아파트삼거리,0,0,0
29643,보건환경연구원(단),0,2,0
29643,갑천네거리,0,0,0
29643,구성삼거리,0,0,0
29643,과기원삼거리,0,6,0
29643,카이스트교삼거리,0,1,0
29643,갑천(단),0,3,0
29644,미래부동산삼거리,0,3,0
29644,충대농대삼거리,0,4,0
29644,다솔APT삼거리,0,3,0
29644,유성구청네거리,0,5,0
29644,강변아파트삼거리,0,0,0
29644,보건환경연구원(단),0,2,0
29644,갑천네거리,0,0,0
29644,구성삼거리,0,0,0
29644,과기원삼거리,0,6,0
29644,카이스트교삼거리,0,1,0
29644,갑천(단),0,3,0
29645,미래부동산삼거리,0,3,0
29645,충대농대삼거리,0,4,0
29645,다솔APT삼거리,0,3,0
29645,유성구청네거리,0,5,0
29645,강변아파트삼거리,0,0,0
29645,보건환경연구원(단),0,2,0
29645,갑천네거리,0,0,0
29645,구성삼거리,0,0,0
29645,과기원삼거리,0,6,0
29645,카이스트교삼거리,0,1,0
29645,갑천(단),0,3,0
29646,미래부동산삼거리,0,3,0
29646,충대농대삼거리,0,4,0
29646,다솔APT삼거리,0,3,0
29646,유성구청네거리,0,5,0
29646,강변아파트삼거리,0,1,0
29646,보건환경연구원(단),0,2,0
29646,갑천네거리,0,0,0
29646,구성삼거리,0,0,0
29646,과기원삼거리,0,0,0
29646,카이스트교삼거리,0,1,0
29646,갑천(단),0,3,0
29647,미래부동산삼거리,0,3,0
29647,충대농대삼거리,0,4,0
29647,다솔APT삼거리,0,3,0
29647,유성구청네거리,0,5,0
29647,강변아파트삼거리,0,1,0
29647,보건환경연구원(단),0,2,0
29647,갑천네거리,0,0,0
29647,구성삼거리,0,0,0
29647,과기원삼거리,0,0,0
29647,카이스트교삼거리,0,1,0
29647,갑천(단),0,3,0
29648,미래부동산삼거리,0,3,0
29648,충대농대삼거리,0,4,0
29648,다솔APT삼거리,0,3,0
29648,유성구청네거리,0,5,0
29648,강변아파트삼거리,0,1,0
29648,보건환경연구원(단),0,2,0
29648,갑천네거리,0,0,0
29648,구성삼거리,0,0,0
29648,과기원삼거리,0,0,0
29648,카이스트교삼거리,0,1,0
29648,갑천(단),0,3,0
29649,미래부동산삼거리,0,3,0
29649,충대농대삼거리,0,4,0
29649,다솔APT삼거리,0,3,0
29649,유성구청네거리,0,5,0
29649,강변아파트삼거리,0,2,0
29649,보건환경연구원(단),0,2,0
29649,갑천네거리,0,0,0
29649,구성삼거리,0,0,0
29649,과기원삼거리,0,0,0
29649,카이스트교삼거리,0,1,0
29649,갑천(단),0,3,0
29650,미래부동산삼거리,0,3,0
29650,충대농대삼거리,0,4,0
29650,다솔APT삼거리,0,3,0
29650,유성구청네거리,0,5,0
29650,강변아파트삼거리,0,2,0
29650,보건환경연구원(단),0,2,0
29650,갑천네거리,0,0,0
29650,구성삼거리,0,0,0
29650,과기원삼거리,0,0,0
29650,카이스트교삼거리,0,1,0
29650,갑천(단),0,3,0
29651,미래부동산삼거리,0,3,0
29651,충대농대삼거리,0,4,0
29651,다솔APT삼거리,0,3,0
29651,유성구청네거리,0,5,0
29651,강변아파트삼거리,0,2,0
29651,보건환경연구원(단),0,2,0
29651,갑천네거리,0,0,0
29651,구성삼거리,0,0,0
29651,과기원삼거리,0,0,0
29651,카이스트교삼거리,0,1,0
29651,갑천(단),0,3,0
29652,미래부동산삼거리,0,3,0
29652,충대농대삼거리,0,4,0
29652,다솔APT삼거리,0,3,0
29652,유성구청네거리,0,5,0
29652,강변아파트삼거리,0,2,0
29652,보건환경연구원(단),0,2,0
29652,갑천네거리,0,0,0
29652,구성삼거리,0,0,0
29652,과기원삼거리,0,0,0
29652,카이스트교삼거리,0,1,0
29652,갑천(단),0,3,0
29653,미래부동산삼거리,0,3,0
29653,충대농대삼거리,0,4,0
29653,다솔APT삼거리,0,3,0
29653,유성구청네거리,0,5,0
29653,강변아파트삼거리,0,2,0
29653,보건환경연구원(단),0,2,0
29653,갑천네거리,0,0,0
29653,구성삼거리,0,0,0
29653,과기원삼거리,0,0,0
29653,카이스트교삼거리,0,1,0
29653,갑천(단),0,3,0
29654,미래부동산삼거리,0,3,0
29654,충대농대삼거리,0,4,0
29654,다솔APT삼거리,0,3,0
29654,유성구청네거리,0,6,0
29654,강변아파트삼거리,0,2,0
29654,보건환경연구원(단),0,2,0
29654,갑천네거리,0,0,0
29654,구성삼거리,0,0,0
29654,과기원삼거리,0,0,0
29654,카이스트교삼거리,0,1,0
29654,갑천(단),0,3,0
29655,미래부동산삼거리,0,3,0
29655,충대농대삼거리,0,4,0
29655,다솔APT삼거리,0,3,0
29655,유성구청네거리,0,6,0
29655,강변아파트삼거리,0,2,0
29655,보건환경연구원(단),0,2,0
29655,갑천네거리,0,0,0
29655,구성삼거리,0,0,0
29655,과기원삼거리,0,0,0
29655,카이스트교삼거리,0,1,0
29655,갑천(단),0,3,0
29656,미래부동산삼거리,0,3,0
29656,충대농대삼거리,0,4,0
29656,다솔APT삼거리,0,3,0
29656,유성구청네거리,0,6,0
29656,강변아파트삼거리,0,2,0
29656,보건환경연구원(단),0,3,0
29656,갑천네거리,0,0,0
29656,구성삼거리,0,0,0
29656,과기원삼거리,0,0,0
29656,카이스트교삼거리,0,1,0
29656,갑천(단),0,3,0
29657,미래부동산삼거리,0,3,0
29657,충대농대삼거리,0,4,0
29657,다솔APT삼거리,0,3,0
29657,유성구청네거리,0,7,0
29657,강변아파트삼거리,0,2,0
29657,보건환경연구원(단),0,3,0
29657,갑천네거리,0,0,0
29657,구성삼거리,0,0,0
29657,과기원삼거리,0,0,0
29657,카이스트교삼거리,0,1,0
29657,갑천(단),0,3,0
29658,미래부동산삼거리,0,4,0
29658,충대농대삼거리,0,4,0
29658,다솔APT삼거리,0,4,0
29658,유성구청네거리,0,7,0
29658,강변아파트삼거리,0,2,0
29658,보건환경연구원(단),0,3,0
29658,갑천네거리,0,0,0
29658,구성삼거리,0,0,0
29658,과기원삼거리,0,0,0
29658,카이스트교삼거리,0,1,0
29658,갑천(단),0,3,0
29659,미래부동산삼거리,0,4,0
29659,충대농대삼거리,0,4,0
29659,다솔APT삼거리,0,4,0
29659,유성구청네거리,0,7,0
29659,강변아파트삼거리,0,2,0
29659,보건환경연구원(단),0,4,0
29659,갑천네거리,0,1,0
29659,구성삼거리,0,0,0
29659,과기원삼거리,0,0,0
29659,카이스트교삼거리,0,1,0
29659,갑천(단),0,3,0
29660,미래부동산삼거리,0,4,0
29660,충대농대삼거리,0,4,0
29660,다솔APT삼거리,0,4,0
29660,유성구청네거리,0,7,0
29660,강변아파트삼거리,0,2,0
29660,보건환경연구원(단),0,4,0
29660,갑천네거리,0,1,0
29660,구성삼거리,0,0,0
29660,과기원삼거리,0,0,0
29660,카이스트교삼거리,0,1,0
29660,갑천(단),0,3,0
29661,미래부동산삼거리,0,5,0
29661,충대농대삼거리,0,4,0
29661,다솔APT삼거리,0,5,0
29661,유성구청네거리,0,7,0
29661,강변아파트삼거리,0,2,0
29661,보건환경연구원(단),0,4,0
29661,갑천네거리,0,1,0
29661,구성삼거리,0,0,0
29661,과기원삼거리,0,0,0
29661,카이스트교삼거리,0,1,0
29661,갑천(단),0,3,0
29662,미래부동산삼거리,0,5,0
29662,충대농대삼거리,0,4,0
29662,다솔APT삼거리,0,5,0
29662,유성구청네거리,0,7,0
29662,강변아파트삼거리,0,2,0
29662,보건환경연구원(단),0,4,0
29662,갑천네거리,0,1,0
29662,구성삼거리,0,0,0
29662,과기원삼거리,0,0,0
29662,카이스트교삼거리,0,1,0
29662,갑천(단),0,3,0
29663,미래부동산삼거리,0,5,0
29663,충대농대삼거리,0,4,0
29663,다솔APT삼거리,0,5,0
29663,유성구청네거리,0,7,0
29663,강변아파트삼거리,0,2,0
29663,보건환경연구원(단),0,4,0
29663,갑천네거리,0,1,0
29663,구성삼거리,0,0,0
29663,과기원삼거리,0,0,0
29663,카이스트교삼거리,0,1,0
29663,갑천(단),0,3,0
29664,미래부동산삼거리,0,5,0
29664,충대농대삼거리,0,4,0
29664,다솔APT삼거리,0,5,0
29664,유성구청네거리,0,7,0
29664,강변아파트삼거리,0,2,0
29664,보건환경연구원(단),0,4,0
29664,갑천네거리,0,1,0
29664,구성삼거리,0,0,0
29664,과기원삼거리,0,0,0
29664,카이스트교삼거리,0,1,0
29664,갑천(단),0,3,0
29665,미래부동산삼거리,0,5,0
29665,충대농대삼거리,0,4,0
29665,다솔APT삼거리,0,5,0
29665,유성구청네거리,0,7,0
29665,강변아파트삼거리,0,2,0
29665,보건환경연구원(단),0,4,0
29665,갑천네거리,0,1,0
29665,구성삼거리,0,0,0
29665,과기원삼거리,0,0,0
29665,카이스트교삼거리,0,1,0
29665,갑천(단),0,3,0
29666,미래부동산삼거리,0,5,0
29666,충대농대삼거리,0,4,0
29666,다솔APT삼거리,0,5,0
29666,유성구청네거리,0,7,0
29666,강변아파트삼거리,0,2,0
29666,보건환경연구원(단),0,4,0
29666,갑천네거리,0,1,0
29666,구성삼거리,0,0,0
29666,과기원삼거리,0,0,0
29666,카이스트교삼거리,0,1,0
29666,갑천(단),0,3,0
29667,미래부동산삼거리,0,5,0
29667,충대농대삼거리,0,4,0
29667,다솔APT삼거리,0,5,0
29667,유성구청네거리,0,7,0
29667,강변아파트삼거리,0,2,0
29667,보건환경연구원(단),0,4,0
29667,갑천네거리,0,1,0
29667,구성삼거리,0,0,0
29667,과기원삼거리,0,0,0
29667,카이스트교삼거리,0,1,0
29667,갑천(단),0,3,0
29668,미래부동산삼거리,0,5,0
29668,충대농대삼거리,0,4,0
29668,다솔APT삼거리,0,5,0
29668,유성구청네거리,0,7,0
29668,강변아파트삼거리,0,2,0
29668,보건환경연구원(단),0,4,0
29668,갑천네거리,0,1,0
29668,구성삼거리,0,0,0
29668,과기원삼거리,0,0,0
29668,카이스트교삼거리,0,1,0
29668,갑천(단),0,3,0
29669,미래부동산삼거리,0,5,0
29669,충대농대삼거리,0,4,0
29669,다솔APT삼거리,0,5,0
29669,유성구청네거리,0,7,0
29669,강변아파트삼거리,0,2,0
29669,보건환경연구원(단),0,4,0
29669,갑천네거리,0,1,0
29669,구성삼거리,0,0,0
29669,과기원삼거리,0,0,0
29669,카이스트교삼거리,0,1,0
29669,갑천(단),0,3,0
29670,미래부동산삼거리,0,5,0
29670,충대농대삼거리,0,4,0
29670,다솔APT삼거리,0,5,0
29670,유성구청네거리,0,7,0
29670,강변아파트삼거리,0,2,0
29670,보건환경연구원(단),0,4,0
29670,갑천네거리,0,1,0
29670,구성삼거리,0,0,0
29670,과기원삼거리,0,0,0
29670,카이스트교삼거리,0,1,0
29670,갑천(단),0,3,0
29671,미래부동산삼거리,0,5,0
29671,충대농대삼거리,0,4,0
29671,다솔APT삼거리,0,5,0
29671,유성구청네거리,0,7,0
29671,강변아파트삼거리,0,2,0
29671,보건환경연구원(단),0,4,0
29671,갑천네거리,0,1,0
29671,구성삼거리,0,0,0
29671,과기원삼거리,0,0,0
29671,카이스트교삼거리,0,1,0
29671,갑천(단),0,3,0
29672,미래부동산삼거리,0,5,0
29672,충대농대삼거리,0,4,0
29672,다솔APT삼거리,0,5,0
29672,유성구청네거리,0,7,0
29672,강변아파트삼거리,0,2,0
29672,보건환경연구원(단),0,4,0
29672,갑천네거리,0,1,0
29672,구성삼거리,0,0,0
29672,과기원삼거리,0,0,0
29672,카이스트교삼거리,0,1,0
29672,갑천(단),0,3,0
29673,미래부동산삼거리,0,5,0
29673,충대농대삼거리,0,5,0
29673,다솔APT삼거리,0,5,0
29673,유성구청네거리,0,7,0
29673,강변아파트삼거리,0,2,0
29673,보건환경연구원(단),0,4,0
29673,갑천네거리,0,1,0
29673,구성삼거리,0,0,0
29673,과기원삼거리,0,0,0
29673,카이스트교삼거리,0,1,0
29673,갑천(단),0,3,0
29674,미래부동산삼거리,0,5,0
29674,충대농대삼거리,0,5,0
29674,다솔APT삼거리,0,5,0
29674,유성구청네거리,0,7,0
29674,강변아파트삼거리,0,2,0
29674,보건환경연구원(단),0,4,0
29674,갑천네거리,0,1,0
29674,구성삼거리,0,0,0
29674,과기원삼거리,0,0,0
29674,카이스트교삼거리,0,1,0
29674,갑천(단),0,3,0
29675,미래부동산삼거리,0,5,0
29675,충대농대삼거리,0,5,0
29675,다솔APT삼거리,0,5,0
29675,유성구청네거리,0,7,0
29675,강변아파트삼거리,0,2,0
29675,보건환경연구원(단),0,4,0
29675,갑천네거리,0,1,0
29675,구성삼거리,0,0,0
29675,과기원삼거리,0,0,0
29675,카이스트교삼거리,0,1,0
29675,갑천(단),0,3,0
29676,미래부동산삼거리,0,5,0
29676,충대농대삼거리,0,6,0
29676,다솔APT삼거리,0,5,0
29676,유성구청네거리,0,7,0
29676,강변아파트삼거리,0,2,0
29676,보건환경연구원(단),0,4,0
29676,갑천네거리,0,1,0
29676,구성삼거리,0,0,0
29676,과기원삼거리,0,0,0
29676,카이스트교삼거리,0,1,0
29676,갑천(단),0,3,0
29677,미래부동산삼거리,0,5,0
29677,충대농대삼거리,0,6,0
29677,다솔APT삼거리,0,5,0
29677,유성구청네거리,0,7,0
29677,강변아파트삼거리,0,2,0
29677,보건환경연구원(단),0,4,0
29677,갑천네거리,0,1,0
29677,구성삼거리,0,0,0
29677,과기원삼거리,0,0,0
29677,카이스트교삼거리,0,1,0
29677,갑천(단),0,3,0
29678,미래부동산삼거리,0,5,0
29678,충대농대삼거리,0,6,0
29678,다솔APT삼거리,0,5,0
29678,유성구청네거리,0,7,0
29678,강변아파트삼거리,0,2,0
29678,보건환경연구원(단),0,4,0
29678,갑천네거리,0,1,0
29678,구성삼거리,0,0,0
29678,과기원삼거리,0,0,0
29678,카이스트교삼거리,0,1,0
29678,갑천(단),0,3,0
29679,미래부동산삼거리,0,5,0
29679,충대농대삼거리,0,6,0
29679,다솔APT삼거리,0,5,0
29679,유성구청네거리,0,7,0
29679,강변아파트삼거리,0,2,0
29679,보건환경연구원(단),0,4,0
29679,갑천네거리,0,1,0
29679,구성삼거리,0,0,0
29679,과기원삼거리,0,0,0
29679,카이스트교삼거리,0,1,0
29679,갑천(단),0,3,0
29680,미래부동산삼거리,0,5,0
29680,충대농대삼거리,0,6,0
29680,다솔APT삼거리,0,5,0
29680,유성구청네거리,0,7,0
29680,강변아파트삼거리,0,2,0
29680,보건환경연구원(단),0,4,0
29680,갑천네거리,0,1,0
29680,구성삼거리,0,0,0
29680,과기원삼거리,0,0,0
29680,카이스트교삼거리,0,1,0
29680,갑천(단),0,3,0
29681,미래부동산삼거리,0,5,0
29681,충대농대삼거리,0,6,0
29681,다솔APT삼거리,0,5,0
29681,유성구청네거리,0,7,0
29681,강변아파트삼거리,0,2,0
29681,보건환경연구원(단),0,4,0
29681,갑천네거리,0,1,0
29681,구성삼거리,0,0,0
29681,과기원삼거리,0,0,0
29681,카이스트교삼거리,0,1,0
29681,갑천(단),0,0,0
29682,미래부동산삼거리,0,5,0
29682,충대농대삼거리,0,6,0
29682,다솔APT삼거리,0,5,0
29682,유성구청네거리,0,7,0
29682,강변아파트삼거리,0,2,0
29682,보건환경연구원(단),0,4,0
29682,갑천네거리,0,1,0
29682,구성삼거리,0,0,0
29682,과기원삼거리,0,0,0
29682,카이스트교삼거리,0,1,0
29682,갑천(단),0,0,0
29683,미래부동산삼거리,0,5,0
29683,충대농대삼거리,0,6,0
29683,다솔APT삼거리,0,5,0
29683,유성구청네거리,0,7,0
29683,강변아파트삼거리,0,2,0
29683,보건환경연구원(단),0,4,0
29683,갑천네거리,0,1,0
29683,구성삼거리,0,0,0
29683,과기원삼거리,0,0,0
29683,카이스트교삼거리,0,1,0
29683,갑천(단),0,0,0
29684,미래부동산삼거리,0,5,0
29684,충대농대삼거리,0,6,0
29684,다솔APT삼거리,0,5,0
29684,유성구청네거리,0,7,0
29684,강변아파트삼거리,0,2,0
29684,보건환경연구원(단),0,4,0
29684,갑천네거리,0,1,0
29684,구성삼거리,0,0,0
29684,과기원삼거리,0,0,0
29684,카이스트교삼거리,0,1,0
29684,갑천(단),0,0,0
29685,미래부동산삼거리,0,5,0
29685,충대농대삼거리,0,6,0
29685,다솔APT삼거리,0,5,0
29685,유성구청네거리,0,7,0
29685,강변아파트삼거리,0,2,0
29685,보건환경연구원(단),0,4,0
29685,갑천네거리,0,1,0
29685,구성삼거리,0,0,0
29685,과기원삼거리,0,0,0
29685,카이스트교삼거리,0,1,0
29685,갑천(단),0,0,0
29686,미래부동산삼거리,0,5,0
29686,충대농대삼거리,0,6,0
29686,다솔APT삼거리,0,5,0
29686,유성구청네거리,0,7,0
29686,강변아파트삼거리,0,2,0
29686,보건환경연구원(단),0,4,0
29686,갑천네거리,0,1,0
29686,구성삼거리,0,0,0
29686,과기원삼거리,0,0,0
29686,카이스트교삼거리,0,1,0
29686,갑천(단),0,0,0
29687,미래부동산삼거리,0,5,0
29687,충대농대삼거리,0,6,0
29687,다솔APT삼거리,0,5,0
29687,유성구청네거리,0,7,0
29687,강변아파트삼거리,0,2,0
29687,보건환경연구원(단),0,4,0
29687,갑천네거리,0,1,0
29687,구성삼거리,0,0,0
29687,과기원삼거리,0,0,0
29687,카이스트교삼거리,0,1,0
29687,갑천(단),0,0,0
29688,미래부동산삼거리,0,5,0
29688,충대농대삼거리,0,6,0
29688,다솔APT삼거리,0,5,0
29688,유성구청네거리,0,7,0
29688,강변아파트삼거리,0,2,0
29688,보건환경연구원(단),0,4,0
29688,갑천네거리,0,1,0
29688,구성삼거리,0,0,0
29688,과기원삼거리,0,0,0
29688,카이스트교삼거리,0,1,0
29688,갑천(단),0,0,0
29689,미래부동산삼거리,0,5,0
29689,충대농대삼거리,0,6,0
29689,다솔APT삼거리,0,5,0
29689,유성구청네거리,0,7,0
29689,강변아파트삼거리,0,2,0
29689,보건환경연구원(단),0,4,0
29689,갑천네거리,0,1,0
29689,구성삼거리,0,0,0
29689,과기원삼거리,0,0,0
29689,카이스트교삼거리,0,1,0
29689,갑천(단),0,0,0
29690,미래부동산삼거리,0,5,0
29690,충대농대삼거리,0,6,0
29690,다솔APT삼거리,0,5,0
29690,유성구청네거리,0,7,0
29690,강변아파트삼거리,0,2,0
29690,보건환경연구원(단),0,4,0
29690,갑천네거리,0,1,0
29690,구성삼거리,0,1,0
29690,과기원삼거리,0,0,0
29690,카이스트교삼거리,0,1,0
29690,갑천(단),0,0,0
29691,미래부동산삼거리,0,5,0
29691,충대농대삼거리,0,6,0
29691,다솔APT삼거리,0,5,0
29691,유성구청네거리,0,7,0
29691,강변아파트삼거리,0,2,0
29691,보건환경연구원(단),0,4,0
29691,갑천네거리,0,1,0
29691,구성삼거리,0,1,0
29691,과기원삼거리,0,0,0
29691,카이스트교삼거리,0,1,0
29691,갑천(단),0,0,0
29692,미래부동산삼거리,0,5,0
29692,충대농대삼거리,0,6,0
29692,다솔APT삼거리,0,5,0
29692,유성구청네거리,0,7,0
29692,강변아파트삼거리,0,2,0
29692,보건환경연구원(단),0,4,0
29692,갑천네거리,0,1,0
29692,구성삼거리,0,1,0
29692,과기원삼거리,0,0,0
29692,카이스트교삼거리,0,1,0
29692,갑천(단),0,0,0
29693,미래부동산삼거리,0,5,0
29693,충대농대삼거리,0,6,0
29693,다솔APT삼거리,0,5,0
29693,유성구청네거리,0,7,0
29693,강변아파트삼거리,0,2,0
29693,보건환경연구원(단),0,4,0
29693,갑천네거리,0,1,0
29693,구성삼거리,0,2,0
29693,과기원삼거리,0,0,0
29693,카이스트교삼거리,0,1,0
29693,갑천(단),0,0,0
29694,미래부동산삼거리,0,5,0
29694,충대농대삼거리,0,6,0
29694,다솔APT삼거리,0,5,0
